"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checks that a user can log in using correct email and password.Verify user login with valid credentials
","2534","ValidLoginShouldSucceed","","Wed Aug 27 19:16:36 UTC 2025","passed","Wed Aug 27 19:16:38 UTC 2025","","Smoke","LoginTest","ValidLoginShouldSucceed"
"","3044","ParallelTest1","","Wed Aug 27 19:16:28 UTC 2025","passed","Wed Aug 27 19:16:31 UTC 2025","","Smoke","LoginTest","ParallelTest1"
"","2703","ParallelTest2","","Wed Aug 27 19:16:31 UTC 2025","passed","Wed Aug 27 19:16:33 UTC 2025","","Smoke","LoginTest","ParallelTest2"
"","2958","ParallelTest","","Wed Aug 27 19:16:25 UTC 2025","passed","Wed Aug 27 19:16:28 UTC 2025","","Smoke","LoginTest","ParallelTest"
"","2519","ParallelTest3","","Wed Aug 27 19:16:33 UTC 2025","passed","Wed Aug 27 19:16:36 UTC 2025","","Smoke","LoginTest","ParallelTest3"
"","3800","InvalidLoginShouldDisplayError","","Wed Aug 27 19:16:21 UTC 2025","failed","Wed Aug 27 19:16:25 UTC 2025","","Smoke","LoginTest","InvalidLoginShouldDisplayError"
