"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify downloaded PDF from file-examples.com contains expected text
","49850","VerifyDownloadedPdfFromFileExamples","","Thu Aug 28 14:33:30 UTC 2025","broken","Thu Aug 28 14:34:19 UTC 2025","","","FileExamplesPdfTest","VerifyDownloadedPdfFromFileExamples"
"","6533","InvalidLoginShouldDisplayError","","Thu Aug 28 14:33:30 UTC 2025","failed","Thu Aug 28 14:33:36 UTC 2025","","Smoke","LoginTest","InvalidLoginShouldDisplayError"
"","5008","ParallelTest1","","Thu Aug 28 14:33:35 UTC 2025","passed","Thu Aug 28 14:33:40 UTC 2025","","Smoke","LoginTest","ParallelTest1"
"","4630","ParallelTest3","","Thu Aug 28 14:33:40 UTC 2025","passed","Thu Aug 28 14:33:45 UTC 2025","","Smoke","LoginTest","ParallelTest3"
"","5790","ParallelTest","","Thu Aug 28 14:33:30 UTC 2025","passed","Thu Aug 28 14:33:35 UTC 2025","","Smoke","LoginTest","ParallelTest"
"","4668","ParallelTest2","","Thu Aug 28 14:33:36 UTC 2025","passed","Thu Aug 28 14:33:41 UTC 2025","","Smoke","LoginTest","ParallelTest2"
"Checks that a user can log in using correct email and password.Verify user login with valid credentials
","4530","ValidLoginShouldSucceed","","Thu Aug 28 14:33:41 UTC 2025","passed","Thu Aug 28 14:33:45 UTC 2025","","Smoke","LoginTest","ValidLoginShouldSucceed"
