"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checks that a user can log in using correct email and password.Verify user login with valid credentials
","2907","ValidLoginShouldSucceed","","Wed Aug 27 11:56:46 UTC 2025","passed","Wed Aug 27 11:56:49 UTC 2025","","Smoke","LoginTest","ValidLoginShouldSucceed"
"","2850","ParallelTest2","","Wed Aug 27 11:56:41 UTC 2025","passed","Wed Aug 27 11:56:44 UTC 2025","","Smoke","LoginTest","ParallelTest2"
"","2725","ParallelTest1","","Wed Aug 27 11:56:38 UTC 2025","passed","Wed Aug 27 11:56:41 UTC 2025","","Smoke","LoginTest","ParallelTest1"
"","2621","ParallelTest3","","Wed Aug 27 11:56:44 UTC 2025","passed","Wed Aug 27 11:56:46 UTC 2025","","Smoke","LoginTest","ParallelTest3"
"","2950","ParallelTest","","Wed Aug 27 11:56:35 UTC 2025","passed","Wed Aug 27 11:56:38 UTC 2025","","Smoke","LoginTest","ParallelTest"
"","4263","InvalidLoginShouldDisplayError","","Wed Aug 27 11:56:31 UTC 2025","failed","Wed Aug 27 11:56:35 UTC 2025","","Smoke","LoginTest","InvalidLoginShouldDisplayError"
